frame,seq,t_mono,x,y,contrast,moat,crowd
7826,7826,629.044408,1243,418,106,38,3
7828,7828,629.124524,1236,423,98,10,7
7829,7829,629.164589,1230,425,112,18,5
7830,7830,629.204304,1226,424,101,23,3
7831,7831,629.244430,1223,420,91,6,5
7832,7832,629.284406,1220,417,92,4,7
7833,7833,629.324558,1218,418,125,25,3
7834,7834,629.364335,1217,413,78,5,3
7835,7835,629.404315,1219,407,100,3,5
7837,7837,629.484297,1223,403,81,6,3
7838,7838,629.524286,1225,394,114,14,3
7839,7839,629.564294,1229,388,74,10,3
7840,7840,629.604293,1237,383,65,9,4
7841,7841,629.644190,1246,377,78,4,3
7842,7842,629.684214,1250,373,85,2,3
7843,7843,629.724413,1253,365,92,4,7
7843,7843,629.724413,0,673,53,6,13
7844,7844,629.764311,1256,361,92,9,6
7845,7845,629.804175,1257,359,85,9,6
7846,7846,629.844201,1261,359,109,32,6
7847,7847,629.884095,1265,354,90,7,8
7848,7848,629.924083,1270,358,106,32,10
7849,7849,629.963935,1277,360,93,31,4
7866,7866,630.643744,1279,378,104,58,5
7867,7867,630.683741,1275,379,102,33,2
7868,7868,630.723721,1275,380,103,8,8
7869,7869,630.763775,1275,379,134,47,4
7870,7870,630.803641,1273,377,102,17,4
7871,7871,630.843661,1270,378,84,2,4
7872,7872,630.883912,1269,377,133,70,8
7872,7872,630.883912,196,0,51,6,16
7873,7873,630.923793,1270,376,135,53,8
7874,7874,630.963697,1274,376,111,34,2
7875,7875,631.003678,1274,376,129,64,2
7876,7876,631.043664,1271,377,105,37,4
7877,7877,631.083735,1271,378,90,26,2
7878,7878,631.123539,1273,374,119,38,7
7879,7879,631.163514,1271,369,111,49,8
7880,7880,631.203515,1269,366,101,22,8
7881,7881,631.244302,1267,363,86,26,6
7882,7882,631.283538,1007,578,181,38,19
7882,7882,631.283538,1266,360,107,22,6
7883,7883,631.323553,1265,356,102,20,6
7884,7884,631.363577,1262,352,103,24,4
7884,7884,631.363577,270,663,53,10,20
7885,7885,631.403676,1259,351,87,12,8
7886,7886,631.443585,1257,350,121,21,8
7887,7887,631.483475,1259,348,102,11,4
7888,7888,631.523542,1261,344,100,23,4
7889,7889,631.563342,1259,340,105,5,2
7890,7890,631.603312,1255,340,81,3,4
7891,7891,631.643474,1252,336,97,15,5
7892,7892,631.683603,974,544,158,34,20
7892,7892,631.683603,1251,331,115,25,1
7893,7893,631.723595,1248,325,96,18,2
7894,7894,631.763472,1244,321,81,28,2
7895,7895,631.803329,1239,320,121,46,3
7896,7896,631.843294,1237,318,123,36,2
7898,7898,631.923202,1234,317,113,38,2
7899,7899,631.963360,1229,316,95,26,2
7900,7900,632.003328,1225,316,93,21,2
7901,7901,632.043182,1224,316,133,47,5
7902,7902,632.083191,1225,317,116,24,3
7903,7903,632.123174,1223,320,104,28,4
7904,7904,632.163259,1220,322,92,19,3
7905,7905,632.203086,1215,324,90,14,4
7906,7906,632.243103,1211,320,88,14,3
7908,7908,632.323183,1202,316,95,21,4
7909,7909,632.363077,1200,316,123,35,5
7909,7909,632.363077,947,492,54,11,18
7910,7910,632.403115,1198,316,122,25,4
7910,7910,632.403115,946,483,101,53,5
7911,7911,632.443119,1196,317,87,20,2
7911,7911,632.443119,941,473,53,4,2
7912,7912,632.482856,934,463,84,45,4
7912,7912,632.482856,1188,316,77,4,2
7913,7913,632.523020,928,454,93,2,4
7913,7913,632.523020,1183,311,75,6,3
7914,7914,632.563121,925,448,96,39,1
7915,7915,632.602989,1180,318,97,14,4
7916,7916,632.643094,918,431,116,63,9
7916,7916,632.643094,1177,319,92,24,3
7917,7917,632.683112,1177,323,106,20,3
7917,7917,632.683112,918,421,72,10,2
7918,7918,632.722894,919,418,108,15,3
7918,7918,632.722894,1179,324,92,13,2
7919,7919,632.762875,1180,328,117,34,5
7920,7920,632.802931,1179,330,124,41,5
7920,7920,632.802931,915,400,69,34,9
7921,7921,632.842877,1177,330,134,40,5
7921,7921,632.842877,912,391,101,40,10
7922,7922,632.882871,1179,331,96,14,2
7923,7923,632.922974,1181,331,106,23,4
7923,7923,632.922974,916,371,86,30,9
7924,7924,632.963102,1183,331,119,31,4
7924,7924,632.963102,917,363,109,79,15
7925,7925,633.002908,920,357,107,40,5
7925,7925,633.002908,1185,330,83,10,5
7926,7926,633.042879,921,354,126,67,2
7926,7926,633.042879,1190,337,90,4,4
7927,7927,633.082819,1193,346,93,6,5
7927,7927,633.082819,924,347,91,33,2
7928,7928,633.122725,919,339,83,71,4
7928,7928,633.122725,1187,342,78,2,5
7929,7929,633.162763,913,331,99,59,1
7929,7929,633.162763,1182,344,95,5,5
7930,7930,633.202642,908,328,108,13,3
7930,7930,633.202642,1179,354,86,11,5
7931,7931,633.242743,899,324,61,2,10
7932,7932,633.282894,888,317,95,34,1
7932,7932,633.282894,1165,362,85,32,4
7933,7933,633.322778,879,314,111,55,1
7933,7933,633.322778,1157,370,81,14,4
7934,7934,633.362660,871,310,87,30,3
7935,7935,633.402763,1139,380,62,2,4
7935,7935,633.402763,859,303,59,12,5
7936,7936,633.442634,847,296,64,16,6
7936,7936,633.442634,1134,379,60,4,6
7937,7937,633.482522,1127,381,85,2,4
7937,7937,633.482522,844,287,72,17,3
7938,7938,633.522656,840,281,115,51,8
7938,7938,633.522656,1125,380,102,21,4
7939,7939,633.562653,1123,385,110,12,5
7939,7939,633.562653,836,272,75,2,5
7940,7940,633.602530,1120,384,100,13,4
7940,7940,633.602530,831,260,55,5,9
7941,7941,633.642624,1119,382,81,8,5
7941,7941,633.642624,830,246,66,11,4
7941,7941,633.642624,823,249,54,3,4
7942,7942,633.682540,680,611,152,36,20
7942,7942,633.682540,1114,378,88,11,4
7942,7942,633.682540,1113,371,83,4,4
7942,7942,633.682540,822,235,69,29,3
7943,7943,633.722526,1114,370,93,2,6
7943,7943,633.722526,820,221,67,14,3
7944,7944,633.762525,1113,373,107,7,5
7944,7944,633.762525,818,209,64,2,5
7945,7945,633.802544,1109,364,85,6,4
7945,7945,633.802544,813,197,52,21,1
7946,7946,633.842765,1109,358,83,8,5
7947,7947,633.882423,649,581,137,13,20
7947,7947,633.882423,1110,349,93,2,4
7947,7947,633.882423,648,598,63,3,20
7948,7948,633.922480,646,575,143,30,16
7948,7948,633.922480,1112,344,87,3,5
7948,7948,633.922480,663,576,87,5,18
7948,7948,633.922480,808,145,59,30,3
7949,7949,633.962554,1113,336,103,21,5
7950,7950,634.002440,1110,330,104,22,6
7951,7951,634.042415,1109,324,86,19,4
7952,7952,634.082293,1107,317,91,22,4
7953,7953,634.122308,1101,309,66,10,3
7954,7954,634.162332,1095,305,95,19,6
7955,7955,634.202403,1089,300,86,9,4
7956,7956,634.242655,1085,301,121,16,5
7957,7957,634.282687,1081,303,83,21,4
7957,7957,634.282687,755,21,70,56,2
7958,7958,634.322484,1074,300,88,5,5
7959,7959,634.362438,1071,308,120,16,5
7960,7960,634.402699,1068,310,91,5,5
7961,7961,634.442437,1059,312,86,17,6
7962,7962,634.482463,1053,314,103,26,5
7963,7963,634.522596,1051,316,97,3,5
7964,7964,634.562443,1050,312,104,10,5
7965,7965,634.602589,1048,317,94,17,5
7966,7966,634.642500,1230,945,126,7,20
7966,7966,634.642500,1216,937,112,18,20
7966,7966,634.642500,1046,311,93,4,5
7967,7967,634.682293,1235,953,129,17,19
7967,7967,634.682293,1257,964,122,8,18
7967,7967,634.682293,1225,948,112,2,19
7967,7967,634.682293,1267,969,95,3,17
7967,7967,634.682293,1036,312,81,7,5
7968,7968,634.722226,1034,307,106,25,5
7968,7968,634.722226,1076,875,106,35,20
7968,7968,634.722226,1090,882,86,2,20
7969,7969,634.762374,1033,306,133,43,6
7969,7969,634.762374,1063,877,68,4,19
7970,7970,634.802351,1029,305,100,25,6
7971,7971,634.842490,1024,304,106,5,6
7972,7972,634.882491,1019,303,122,25,6
7973,7973,634.922478,1017,304,124,28,6
7974,7974,634.962544,1014,306,92,28,7
7974,7974,634.962544,1060,939,70,7,20
7975,7975,635.002355,1006,305,115,58,7
7975,7975,635.002355,1045,945,68,2,20
7976,7976,635.042213,999,305,104,46,6
7977,7977,635.082247,994,304,115,18,7
7978,7978,635.122241,992,305,129,42,5
7979,7979,635.162382,988,305,116,26,5
7980,7980,635.202310,984,305,111,25,5
7981,7981,635.242257,982,305,129,34,7
7982,7982,635.282432,983,306,107,13,8
7983,7983,635.322413,983,305,147,47,5
7984,7984,635.361988,984,304,165,71,5
7985,7985,635.402021,985,305,111,40,10
7987,7987,635.482267,993,309,115,33,9
7988,7988,635.522390,994,310,122,22,6
7989,7989,635.562249,997,310,129,53,7
7990,7990,635.602249,1003,312,91,30,11
7991,7991,635.641905,1008,314,86,11,6
7992,7992,635.681879,1011,315,144,66,11
7993,7993,635.721641,1011,315,106,16,9
7994,7994,635.761633,1012,316,141,51,6
7995,7995,635.801720,1014,317,151,75,12
7996,7996,635.841903,1015,318,170,83,11
7997,7997,635.881984,1015,317,132,38,7
7997,7997,635.881984,0,340,87,12,11
7998,7998,635.921844,1015,317,132,45,11
7998,7998,635.921844,4,340,78,4,16
7999,7999,635.961775,1018,317,137,48,10
8000,8000,636.001705,1018,308,94,7,10
8001,8001,636.041551,1017,309,104,25,9
8002,8002,636.081696,1014,302,126,50,8
8003,8003,636.121694,1012,294,77,10,11
8004,8004,636.161582,1012,288,78,9,5
8005,8005,636.201727,1014,282,107,32,14
8006,8006,636.241728,1014,278,85,6,8
8007,8007,636.281554,1010,272,86,20,7
8008,8008,636.321442,1008,268,90,20,8
8009,8009,636.361449,1005,266,138,25,7
8010,8010,636.401479,1004,266,137,53,11
8011,8011,636.441602,1001,268,92,28,9
8012,8012,636.481720,994,272,89,18,11
8013,8013,636.521730,991,275,82,10,10
8014,8014,636.561610,990,281,138,63,14
8016,8016,636.641481,985,285,121,51,8
8017,8017,636.681684,983,288,140,60,8
8018,8018,636.721494,983,290,125,43,10
8019,8019,636.761485,981,296,103,34,13
8020,8020,636.801491,979,297,108,47,10
8021,8021,636.841437,974,296,122,51,10
8022,8022,636.881336,971,295,176,80,5
8023,8023,636.921373,971,295,172,119,6
8024,8024,636.961340,969,293,134,65,14
8025,8025,637.001350,967,290,174,109,7
8026,8026,637.041223,964,290,117,47,9
8027,8027,637.081204,959,293,94,29,14
8028,8028,637.121377,958,298,134,56,8
8029,8029,637.161635,959,302,85,14,8
8030,8030,637.201376,955,302,135,87,6
8031,8031,637.241253,951,304,105,47,4
8032,8032,637.281299,945,304,101,62,7
8033,8033,637.321258,942,305,97,28,12
8034,8034,637.361271,939,306,204,132,10
8035,8035,637.401252,940,308,159,86,5
8036,8036,637.441130,941,308,154,95,9
8037,8037,637.481257,939,311,191,130,11
8038,8038,637.521292,939,314,153,90,7
8039,8039,637.561209,940,315,117,31,6
8040,8040,637.601131,941,312,109,44,7
8041,8041,637.641019,939,310,139,91,8
8042,8042,637.681009,935,306,129,52,6
8043,8043,637.720917,935,304,148,69,5
8044,8044,637.761168,935,300,164,94,11
8045,8045,637.801162,937,298,116,60,6
8046,8046,637.841137,936,294,115,21,7
8047,8047,637.880971,936,293,100,29,6
8048,8048,637.921052,935,293,109,34,8
8049,8049,637.960943,940,294,112,75,6
8050,8050,638.001048,946,294,111,53,5
8051,8051,638.041068,951,294,101,53,7
8052,8052,638.080919,955,294,173,107,5
8053,8053,638.120995,958,295,137,80,5
8054,8054,638.160837,962,294,105,63,6
8055,8055,638.200841,968,293,137,82,6
8056,8056,638.240888,971,293,188,125,5
8057,8057,638.280843,973,293,117,58,7
8058,8058,638.320875,979,297,120,68,8
8059,8059,638.360859,986,300,78,33,7
8060,8060,638.400826,991,304,77,2,4
8061,8061,638.440809,994,308,89,19,7
8062,8062,638.480816,996,314,67,4,5
8063,8063,638.520805,1000,318,120,71,4
8064,8064,638.560687,1007,324,108,63,6
8065,8065,638.600712,1012,331,76,11,6
8066,8066,638.640720,1014,338,60,4,6
8067,8067,638.680751,1020,347,90,33,4
8068,8068,638.720707,1022,352,110,57,5
8069,8069,638.760739,1022,353,85,8,6
8070,8070,638.800722,1026,364,81,3,5
8071,8071,638.840624,1026,368,77,4,5
8072,8072,638.880603,1030,373,101,48,5
8073,8073,638.920775,1032,376,114,30,5
8074,8074,638.960700,1036,382,58,9,6
8074,8074,638.960700,1034,374,57,9,6
8075,8075,639.000622,1041,385,67,10,7
8077,8077,639.080736,1057,394,73,12,5
8078,8078,639.120610,1063,398,64,22,6
8079,8079,639.160625,1070,399,57,18,5
8080,8080,639.200399,1082,400,65,33,7
8081,8081,639.240635,1090,401,83,16,6
8082,8082,639.280532,1099,402,58,12,7
8083,8083,639.320423,1107,403,67,11,5
8084,8084,639.360507,1114,408,67,5,6
8085,8085,639.400606,1121,412,53,5,7
8087,8087,639.480388,1139,410,51,8,4
8088,8088,639.520281,1145,410,57,7,6
8089,8089,639.560424,1152,408,66,11,4
8090,8090,639.600388,1153,408,74,6,5
8091,8091,639.640287,1156,400,73,7,11
8092,8092,639.680393,1153,400,77,6,5
8092,8092,639.680393,1156,393,76,8,5
8094,8094,639.760296,1155,389,104,14,5
8095,8095,639.800292,1155,390,89,19,5
8096,8096,639.840258,1157,378,73,7,6
8098,8098,639.920290,1153,367,79,3,8
8099,8099,639.960270,1151,360,69,13,6
8100,8100,640.000412,1152,360,84,11,7
8100,8100,640.000412,1150,352,77,6,7
8101,8101,640.040303,1147,356,86,20,5
8102,8102,640.080062,1143,356,112,45,5
8103,8103,640.120161,1141,354,88,18,7
8104,8104,640.160063,1139,349,78,15,6
8105,8105,640.200063,1136,343,78,14,6
8106,8106,640.240063,1129,341,81,22,6
8107,8107,640.280049,1121,339,53,2,11
8108,8108,640.320073,1115,342,75,23,7
8109,8109,640.360073,1109,340,61,4,7
8110,8110,640.400087,1106,345,78,10,7
8111,8111,640.439801,1103,348,72,4,7
8112,8112,640.479922,1100,351,88,32,7
8114,8114,640.560208,1089,356,74,8,10
8115,8115,640.599929,1086,360,76,14,9
8116,8116,640.639962,1086,364,96,43,6
8117,8117,640.679951,1083,367,86,3,8
8118,8118,640.719944,1082,369,106,34,8
8119,8119,640.759955,1080,376,86,7,5
8120,8120,640.799928,1081,386,85,2,4
8121,8121,640.839846,1080,380,82,5,9
8122,8122,640.879965,1076,382,84,29,13
8124,8124,640.959753,1076,386,83,2,14
8125,8125,640.999832,1072,386,90,18,11
8125,8125,640.999832,75,260,56,17,18
8126,8126,641.039730,1073,388,78,3,8
8127,8127,641.079724,1072,388,107,17,9
8127,8127,641.079724,57,252,50,16,8
8128,8128,641.119735,1072,390,101,22,7
8128,8128,641.119735,69,260,55,19,17
8128,8128,641.119735,54,252,52,13,5
8130,8130,641.200508,1068,390,99,34,8
8131,8131,641.239734,1066,392,68,16,7
8131,8131,641.239734,42,254,56,21,9
8132,8132,641.279716,1064,392,113,59,9
8132,8132,641.279716,40,254,56,14,8
8133,8133,641.319749,1066,392,89,13,9
8133,8133,641.319749,1064,384,75,2,9
8133,8133,641.319749,48,259,52,26,19
8134,8134,641.359732,1064,384,85,3,13
8135,8135,641.399493,1062,388,93,12,12
8135,8135,641.399493,31,244,54,6,11
8137,8137,641.479520,1064,369,68,8,9
8139,8139,641.559611,1074,318,63,5,10
8144,8144,641.759473,1098,189,53,11,16
8145,8145,641.799455,1100,178,56,4,12
8146,8146,641.839404,1102,153,78,22,10
8150,8150,641.999714,1092,97,60,5,16
8151,8151,642.039535,1091,93,92,18,17
8152,8152,642.079457,1089,88,109,34,15
8153,8153,642.119404,1087,83,113,22,17
8155,8155,642.199327,1072,71,110,30,20
8156,8156,642.239435,1061,65,101,28,12
8157,8157,642.279433,1055,63,133,43,13
8160,8160,642.399177,1031,61,77,9,16
8161,8161,642.439195,1025,74,50,5,20
8162,8162,642.479348,1018,84,62,11,19
8170,8170,642.799089,941,372,58,7,19
8172,8172,642.879149,931,452,81,27,14
8173,8173,642.919081,928,488,96,23,10
8174,8174,642.959067,925,522,67,6,19
8174,8174,642.959067,925,513,63,3,19
8176,8176,643.038905,920,577,111,17,13
8177,8177,643.078977,915,600,134,31,15
8179,8179,643.159008,917,638,112,38,17
8181,8181,643.238945,921,682,92,16,13
8185,8185,643.398902,921,802,55,4,15
8185,8185,643.398902,928,808,52,7,15
8186,8186,643.438751,928,835,64,5,17
8186,8186,643.438751,927,828,63,2,17
8187,8187,643.478745,933,860,91,17,13
8188,8188,643.518702,934,879,68,2,13
8190,8190,643.598767,950,914,70,4,13
8191,8191,643.638781,962,918,212,148,20
8196,8196,643.838725,995,830,93,40,15
8196,8196,643.838725,995,822,69,4,15
8197,8197,643.878623,1000,785,84,23,15
8198,8198,643.918767,1006,742,89,18,17
8198,8198,643.918767,1005,750,84,9,14
8199,8199,643.958649,1012,700,70,19,18
8200,8200,643.998675,1022,668,53,8,18
8201,8201,644.038546,1042,624,50,7,17
8202,8202,644.078625,1052,582,59,4,16
8204,8204,644.158508,1076,506,68,11,13
8205,8205,644.198787,1082,471,93,17,9
8206,8206,644.238623,1086,448,85,8,15
8206,8206,644.238623,1085,456,84,10,15
8208,8208,644.318310,1088,398,84,2,15
8209,8209,644.358458,1087,378,97,19,17
8214,8214,644.558473,1084,346,147,30,19
8215,8215,644.598560,1080,346,202,37,11
8215,8215,644.598560,1090,340,58,9,11
8215,8215,644.598560,1089,356,54,3,11
8216,8216,644.638351,1079,346,132,8,14
8221,8221,644.838472,1072,392,169,75,14
8225,8225,644.998342,1072,422,153,49,17
8229,8229,645.158356,1075,460,132,30,18
8229,8229,645.158356,1082,468,75,29,18
8235,8235,645.398275,1081,500,155,57,20
8235,8235,645.398275,1088,509,72,19,20
8236,8236,645.438228,1084,504,173,59,11
8236,8236,645.438228,1091,513,84,19,10
8237,8237,645.478311,1084,507,195,82,20
8237,8237,645.478311,1091,517,65,11,20
8238,8238,645.518128,1083,510,240,103,17
8238,8238,645.518128,1081,518,135,30,17
8244,8244,645.758104,1083,507,213,46,19
8244,8244,645.758104,1090,516,61,10,19
8247,8247,645.877888,1094,506,203,52,12
8264,8264,646.557562,1120,442,216,33,19
8264,8264,646.557562,1127,452,96,48,19
8266,8266,646.637699,1115,444,245,120,17
8266,8266,646.637699,1121,454,85,11,17
8267,8267,646.677550,1114,442,246,80,15
8268,8268,646.717674,1115,440,245,83,16
8268,8268,646.717674,1121,449,87,2,16
8269,8269,646.757564,1114,439,204,14,9
8272,8272,646.877413,1114,444,182,61,14
8272,8272,646.877413,1115,436,127,16,14
8272,8272,646.877413,1121,454,73,2,14
8273,8273,646.917563,1115,444,245,83,13
8273,8273,646.917563,1113,452,117,30,13
8273,8273,646.917563,1121,453,105,61,12
8274,8274,646.957555,1113,444,194,31,16
8276,8276,647.037577,1126,437,52,13,19
8277,8277,647.077714,1120,448,174,37,15
8278,8278,647.117489,1121,449,224,48,14
8278,8278,647.117489,1127,459,113,31,14
8279,8279,647.157295,1119,450,200,32,13
8279,8279,647.157295,1128,444,88,10,13
8280,8280,647.197196,1117,449,194,34,15
8281,8281,647.237478,1119,446,206,64,16
8281,8281,647.237478,1126,456,90,45,16
8282,8282,647.277437,1120,447,190,49,15
8282,8282,647.277437,1127,456,87,27,15
8283,8283,647.317224,1120,450,211,63,20
8283,8283,647.317224,1128,445,98,3,20
8283,8283,647.317224,1127,459,86,2,20
8284,8284,647.357257,1119,449,206,35,14
8286,8286,647.437202,1119,447,182,18,16
8287,8287,647.477251,1120,444,220,61,16
8287,8287,647.477251,1128,438,86,14,16
8288,8288,647.517375,1120,443,225,53,15
8289,8289,647.557117,1118,444,201,41,17
8289,8289,647.557117,1126,440,100,8,17
8289,8289,647.557117,1123,454,87,12,17
8292,8292,647.676970,1118,449,220,102,16
8320,8320,648.796576,1120,466,176,27,18
8320,8320,648.796576,1121,456,139,5,18
8320,8320,648.796576,1127,474,84,25,18
8323,8323,648.916551,1122,465,232,81,17
8324,8324,648.956651,1121,465,245,96,20
8326,8326,649.036563,1126,470,230,83,20
8327,8327,649.076387,1124,470,211,59,18
8327,8327,649.076387,1123,478,143,55,18
8327,8327,649.076387,1134,463,78,24,18
8329,8329,649.155722,1120,466,246,85,17
8329,8329,649.155722,1127,477,86,29,17
8330,8330,649.196387,1122,468,207,52,20
8330,8330,649.196387,1128,477,127,18,20
8331,8331,649.236382,1121,469,237,86,20
8331,8331,649.236382,1127,479,110,51,20
8335,8335,649.396427,1119,469,222,64,13
8336,8336,649.436408,1118,470,242,70,17
8336,8336,649.436408,1119,461,128,43,17
8336,8336,649.436408,1117,478,120,31,17
8336,8336,649.436408,1125,479,84,16,17
8337,8337,649.476431,1116,470,232,57,19
8341,8341,649.636431,1112,471,223,41,19
8341,8341,649.636431,1120,464,94,21,19
8341,8341,649.636431,1119,480,88,20,19
8348,8348,649.916341,1112,473,187,31,19
8349,8349,649.956321,1113,473,197,56,17
8349,8349,649.956321,1119,482,117,32,17
8351,8351,650.036206,1114,470,245,95,16
8351,8351,650.036206,1122,479,76,20,16
8352,8352,650.076104,1118,471,211,52,16
8352,8352,650.076104,1126,465,79,25,15
8353,8353,650.116110,1119,473,217,39,19
8354,8354,650.156217,1118,474,210,44,16
8354,8354,650.156217,1119,464,148,55,16
8354,8354,650.156217,1125,482,98,11,16
8356,8356,650.236250,1120,470,244,104,17
8356,8356,650.236250,1127,479,86,5,17
8360,8360,650.396222,1123,432,98,7,18
8361,8361,650.436132,1124,406,123,28,14
8362,8362,650.476031,1123,383,94,4,12
8363,8363,650.516151,1121,356,88,10,19
8364,8364,650.555989,1119,335,83,2,16
8365,8365,650.596181,1117,310,92,12,16
8367,8367,650.676104,1115,280,123,19,16
8369,8369,650.756100,1123,288,61,7,16
8371,8371,650.835926,1118,312,99,3,19
8372,8372,650.875938,1128,343,52,18,17
8376,8376,651.035820,1127,466,83,2,20
8379,8379,651.155905,1125,549,128,21,17
8379,8379,651.155905,1127,540,113,3,17
8382,8382,651.276330,1126,577,239,98,17
8382,8382,651.276330,1132,587,82,29,17
8384,8384,651.355751,1124,557,120,13,13
8384,8384,651.355751,1132,553,68,2,13
8385,8385,651.395845,1122,539,131,32,19
8386,8386,651.435874,1121,518,91,9,19
8386,8386,651.435874,1128,526,62,8,19
8386,8386,651.435874,1130,509,50,12,18
8387,8387,651.475833,1121,490,111,18,12
8387,8387,651.475833,1120,499,102,6,12
8387,8387,651.475833,1128,499,59,7,12
8388,8388,651.515677,1121,469,142,12,16
8388,8388,651.515677,1128,479,83,9,16
8392,8392,651.675544,1128,448,213,39,17
8392,8392,651.675544,1135,456,75,9,16
8393,8393,651.715684,1135,467,75,26,17
8401,8401,652.035635,1148,503,181,45,20
8401,8401,652.035635,1154,513,82,29,18
8402,8402,652.075506,1150,500,157,28,11
8402,8402,652.075506,1152,491,115,15,11
8405,8405,652.195736,1162,480,69,10,18
8406,8406,652.235509,1155,461,149,33,13
8406,8406,652.235509,1164,455,65,3,10
8407,8407,652.275508,1156,456,239,106,20
8408,8408,652.315628,1158,450,199,66,10
8408,8408,652.315628,1165,459,86,11,10
8409,8409,652.355478,1159,442,187,55,19
8409,8409,652.355478,1158,451,124,17,20
8409,8409,652.355478,1166,452,85,13,19
8410,8410,652.395394,1158,434,169,25,17
8411,8411,652.435422,1157,429,164,33,16
8413,8413,652.515498,1159,421,162,20,9
8413,8413,652.515498,1168,415,85,15,8
8414,8414,652.555308,1156,416,205,35,12
8414,8414,652.555308,1164,410,82,34,8
8415,8415,652.595353,1154,410,179,48,8
8417,8417,652.675487,1153,408,176,27,11
8418,8418,652.715330,1151,408,215,76,16
8419,8419,652.755227,1150,406,198,58,16
8420,8420,652.795316,1150,402,194,62,11
8421,8421,652.835312,1148,401,198,39,17
8421,8421,652.835312,1155,410,96,10,17
8423,8423,652.915201,1150,406,204,75,12
8423,8423,652.915201,1158,400,76,19,10
8424,8424,652.955251,1154,408,204,69,10
8424,8424,652.955251,1161,417,91,33,10
8424,8424,652.955251,1162,400,67,3,9
8425,8425,652.995208,1156,406,235,77,11
8426,8426,653.035207,1158,408,189,22,9
8427,8427,653.075088,1162,410,195,61,8
8427,8427,653.075088,1170,403,68,12,8
8428,8428,653.115195,1163,411,213,31,13
8429,8429,653.155412,1165,414,185,46,14
8429,8429,653.155412,1172,423,92,2,15
8430,8430,653.195119,1166,416,238,81,7
8430,8430,653.195119,1165,424,106,15,11
8431,8431,653.235234,1167,420,185,38,9
8432,8432,653.275007,1168,424,194,62,11
8432,8432,653.275007,1175,432,94,7,11
8432,8432,653.275007,1176,417,81,14,9
8434,8434,653.355024,1172,444,160,31,14
8435,8435,653.394996,1172,452,232,84,12
8435,8435,653.394996,1178,459,88,5,13
8436,8436,653.435163,1171,456,194,70,10
8436,8436,653.435163,1177,464,92,17,16
8437,8437,653.475162,1172,462,145,23,10
8437,8437,653.475162,1179,470,114,8,16
8438,8438,653.515128,1173,470,153,18,13
8438,8438,653.515128,1179,478,74,14,13
8439,8439,653.555044,1174,474,157,29,6
8440,8440,653.595033,1176,473,179,63,6
8440,8440,653.595033,1175,482,101,4,17
8440,8440,653.595033,1183,483,90,37,18
8441,8441,653.635033,1179,471,214,52,8
8442,8442,653.675048,1180,470,246,92,6
8443,8443,653.715126,1183,470,255,112,8
8443,8443,653.715126,1181,478,117,27,14
8443,8443,653.715126,1189,480,84,2,16
8444,8444,653.755053,1188,471,154,10,9
8445,8445,653.795305,1190,468,244,116,7
8445,8445,653.795305,1196,477,119,34,9
8446,8446,653.834954,1190,466,246,86,8
8446,8446,653.834954,1198,461,100,4,8
8447,8447,653.874869,1191,462,213,69,7
8447,8447,653.874869,1189,470,129,6,7
8448,8448,653.914986,1194,460,224,112,9
8449,8449,653.954963,1196,458,191,39,18
8449,8449,653.954963,1203,468,74,19,18
8450,8450,653.994980,1196,456,244,99,5
8451,8451,654.035020,1195,452,196,53,10
8451,8451,654.035020,1201,460,83,6,10
8452,8452,654.075025,1195,447,204,88,9
8452,8452,654.075025,1202,455,86,11,9
8453,8453,654.115128,1192,444,163,37,5
8453,8453,654.115128,1191,452,117,2,5
8453,8453,654.115128,1200,439,95,29,5
8454,8454,654.154915,1186,441,137,18,8
8455,8455,654.194744,1178,438,115,12,6
8456,8456,654.234738,1170,436,125,8,8
8457,8457,654.274747,1166,434,176,29,14
8457,8457,654.274747,1174,427,63,12,14
8458,8458,654.314789,1161,434,143,28,7
8459,8459,654.354803,1158,429,200,70,9
8460,8460,654.394802,1156,426,180,39,8
8460,8460,654.394802,1163,421,100,10,8
8461,8461,654.435055,1153,426,191,52,11
8462,8462,654.474793,1154,427,177,36,7
8462,8462,654.474793,1162,421,64,23,7
8463,8463,654.514972,1158,428,150,19,5
8463,8463,654.514972,1166,437,75,18,5
8463,8463,654.514972,1168,423,54,16,5
8464,8464,654.554810,1163,428,224,56,11
8465,8465,654.594929,1164,428,255,102,8
8466,8466,654.634917,1167,428,206,77,6
8466,8466,654.634917,1176,423,68,11,6
8467,8467,654.674816,1176,428,119,27,6
8468,8468,654.714832,1180,428,170,23,13
8468,8468,654.714832,1187,436,98,20,12
8469,8469,654.754796,1182,422,161,9,9
8469,8469,654.754796,1188,432,96,17,9
8470,8470,654.794815,1183,421,198,74,12
8470,8470,654.794815,1190,430,86,19,12
8471,8471,654.834807,1186,418,203,68,5
8471,8471,654.834807,1192,428,94,20,5
8472,8472,654.874651,1190,417,251,128,6
8472,8472,654.874651,1197,425,93,21,6
8473,8473,654.914751,1192,414,217,87,7
8474,8474,654.954695,1192,410,251,103,6
8475,8475,654.994763,1194,408,164,41,8
8476,8476,655.034809,1196,406,216,71,9
8477,8477,655.074610,1193,407,189,38,9
8478,8478,655.114492,1191,409,187,49,9
8478,8478,655.114492,1197,417,106,10,9
8479,8479,655.154521,1192,409,255,110,10
8479,8479,655.154521,1198,417,116,39,10
